image_id,domain,split,image_path
n07740461_5856,A (Apple),train,trainA/n07740461_5856.jpg
n07740461_5857,A (Apple),train,trainA/n07740461_5857.jpg
n07740461_586,A (Apple),train,trainA/n07740461_586.jpg
n07740461_5871,B (Orange),test,testB/n07740461_5871.jpg
n07740461_5876,A (Apple),train,trainA/n07740461_5876.jpg
n07740461_5882,A (Apple),train,trainA/n07740461_5882.jpg
n07740461_5894,A (Apple),train,trainA/n07740461_5894.jpg
n07740461_592,A (Apple),train,trainA/n07740461_592.jpg
n07740461_593,A (Apple),train,trainA/n07740461_593.jpg
n07740461_596,A (Apple),train,trainA/n07740461_596.jpg
n07740461_5962,A (Apple),train,trainA/n07740461_5962.jpg
n07740461_5964,A (Apple),train,trainA/n07740461_5964.jpg
n07740461_5968,A (Apple),train,trainA/n07740461_5968.jpg
n07740461_5983,A (Apple),train,trainA/n07740461_5983.jpg
n07740461_600,B (Orange),test,testB/n07740461_600.jpg
n07740461_6001,B (Orange),test,testB/n07740461_6001.jpg
n07740461_6008,A (Apple),train,trainA/n07740461_6008.jpg
n07740461_601,B (Orange),test,testB/n07740461_601.jpg
n07740461_6011,B (Orange),test,testB/n07740461_6011.jpg
n07740461_6014,A (Apple),train,trainA/n07740461_6014.jpg
n07740461_602,A (Apple),train,trainA/n07740461_602.jpg
n07740461_6056,A (Apple),train,trainA/n07740461_6056.jpg
n07740461_6061,B (Orange),test,testB/n07740461_6061.jpg
n07740461_6068,A (Apple),train,trainA/n07740461_6068.jpg
n07740461_6084,A (Apple),train,trainA/n07740461_6084.jpg
n07740461_6106,A (Apple),train,trainA/n07740461_6106.jpg
n07740461_612,A (Apple),train,trainA/n07740461_612.jpg
n07740461_6120,B (Orange),test,testB/n07740461_6120.jpg
n07740461_6126,A (Apple),train,trainA/n07740461_6126.jpg
n07740461_614,A (Apple),train,trainA/n07740461_614.jpg
n07740461_6143,A (Apple),train,trainA/n07740461_6143.jpg
n07740461_6144,A (Apple),train,trainA/n07740461_6144.jpg
n07740461_6149,A (Apple),train,trainA/n07740461_6149.jpg
n07740461_6151,B (Orange),test,testB/n07740461_6151.jpg
n07740461_6157,A (Apple),train,trainA/n07740461_6157.jpg
n07740461_6170,B (Orange),test,testB/n07740461_6170.jpg
n07740461_6178,A (Apple),train,trainA/n07740461_6178.jpg
n07740461_6193,A (Apple),train,trainA/n07740461_6193.jpg
n07740461_6208,A (Apple),train,trainA/n07740461_6208.jpg
n07740461_6216,A (Apple),train,trainA/n07740461_6216.jpg
n07740461_6220,B (Orange),test,testB/n07740461_6220.jpg
n07740461_6226,A (Apple),train,trainA/n07740461_6226.jpg
n07740461_6236,A (Apple),train,trainA/n07740461_6236.jpg
n07740461_6292,A (Apple),train,trainA/n07740461_6292.jpg
n07740461_6295,A (Apple),train,trainA/n07740461_6295.jpg
n07740461_6305,A (Apple),train,trainA/n07740461_6305.jpg
n07740461_6352,A (Apple),train,trainA/n07740461_6352.jpg
n07740461_6379,A (Apple),train,trainA/n07740461_6379.jpg
n07740461_6394,A (Apple),train,trainA/n07740461_6394.jpg
n07740461_6396,A (Apple),train,trainA/n07740461_6396.jpg
n07740461_6415,A (Apple),train,trainA/n07740461_6415.jpg
n07740461_6422,A (Apple),train,trainA/n07740461_6422.jpg
n07740461_6433,A (Apple),train,trainA/n07740461_6433.jpg
n07740461_6469,A (Apple),train,trainA/n07740461_6469.jpg
n07740461_6476,A (Apple),train,trainA/n07740461_6476.jpg
n07740461_6477,A (Apple),train,trainA/n07740461_6477.jpg
n07740461_649,A (Apple),train,trainA/n07740461_649.jpg
n07740461_6507,A (Apple),train,trainA/n07740461_6507.jpg
n07740461_6544,A (Apple),train,trainA/n07740461_6544.jpg
n07740461_6546,A (Apple),train,trainA/n07740461_6546.jpg
n07740461_656,A (Apple),train,trainA/n07740461_656.jpg
n07740461_6587,A (Apple),train,trainA/n07740461_6587.jpg
n07740461_6590,B (Orange),test,testB/n07740461_6590.jpg
n07740461_6605,A (Apple),train,trainA/n07740461_6605.jpg
n07740461_6610,B (Orange),test,testB/n07740461_6610.jpg
n07740461_6611,B (Orange),test,testB/n07740461_6611.jpg
n07740461_6616,A (Apple),train,trainA/n07740461_6616.jpg
n07740461_663,A (Apple),train,trainA/n07740461_663.jpg
n07740461_6632,A (Apple),train,trainA/n07740461_6632.jpg
n07740461_664,A (Apple),train,trainA/n07740461_664.jpg
n07740461_6640,B (Orange),test,testB/n07740461_6640.jpg
n07740461_6658,A (Apple),train,trainA/n07740461_6658.jpg
n07740461_666,A (Apple),train,trainA/n07740461_666.jpg
n07740461_6661,B (Orange),test,testB/n07740461_6661.jpg
n07740461_6673,A (Apple),train,trainA/n07740461_6673.jpg
n07740461_6688,A (Apple),train,trainA/n07740461_6688.jpg
n07740461_6690,B (Orange),test,testB/n07740461_6690.jpg
n07740461_6691,B (Orange),test,testB/n07740461_6691.jpg
n07740461_6695,A (Apple),train,trainA/n07740461_6695.jpg
n07740461_6701,B (Orange),test,testB/n07740461_6701.jpg
n07740461_6707,A (Apple),train,trainA/n07740461_6707.jpg
n07740461_6729,A (Apple),train,trainA/n07740461_6729.jpg
n07740461_6735,A (Apple),train,trainA/n07740461_6735.jpg
n07740461_6743,A (Apple),train,trainA/n07740461_6743.jpg
n07740461_6746,A (Apple),train,trainA/n07740461_6746.jpg
n07740461_6759,A (Apple),train,trainA/n07740461_6759.jpg
n07740461_6768,A (Apple),train,trainA/n07740461_6768.jpg
n07740461_6775,A (Apple),train,trainA/n07740461_6775.jpg
n07740461_6780,B (Orange),test,testB/n07740461_6780.jpg
n07740461_6781,B (Orange),test,testB/n07740461_6781.jpg
n07740461_6784,A (Apple),train,trainA/n07740461_6784.jpg
n07740461_679,A (Apple),train,trainA/n07740461_679.jpg
n07740461_6793,A (Apple),train,trainA/n07740461_6793.jpg
n07740461_6815,A (Apple),train,trainA/n07740461_6815.jpg
n07740461_6834,A (Apple),train,trainA/n07740461_6834.jpg
n07740461_6835,A (Apple),train,trainA/n07740461_6835.jpg
n07740461_6838,A (Apple),train,trainA/n07740461_6838.jpg
n07740461_6863,A (Apple),train,trainA/n07740461_6863.jpg
n07740461_6877,A (Apple),train,trainA/n07740461_6877.jpg
n07740461_6895,A (Apple),train,trainA/n07740461_6895.jpg
n07740461_6899,A (Apple),train,trainA/n07740461_6899.jpg
n07740461_6901,B (Orange),test,testB/n07740461_6901.jpg
n07740461_6903,A (Apple),train,trainA/n07740461_6903.jpg
n07740461_6908,A (Apple),train,trainA/n07740461_6908.jpg
n07740461_6918,A (Apple),train,trainA/n07740461_6918.jpg
n07740461_6944,A (Apple),train,trainA/n07740461_6944.jpg
n07740461_6947,A (Apple),train,trainA/n07740461_6947.jpg
n07740461_6948,A (Apple),train,trainA/n07740461_6948.jpg
n07740461_6957,A (Apple),train,trainA/n07740461_6957.jpg
n07740461_6967,A (Apple),train,trainA/n07740461_6967.jpg
n07740461_6972,A (Apple),train,trainA/n07740461_6972.jpg
n07740461_6973,A (Apple),train,trainA/n07740461_6973.jpg
n07740461_6976,A (Apple),train,trainA/n07740461_6976.jpg
n07740461_7002,A (Apple),train,trainA/n07740461_7002.jpg
n07740461_7004,A (Apple),train,trainA/n07740461_7004.jpg
n07740461_7039,A (Apple),train,trainA/n07740461_7039.jpg
n07740461_7046,A (Apple),train,trainA/n07740461_7046.jpg
n07740461_7079,A (Apple),train,trainA/n07740461_7079.jpg
n07740461_708,A (Apple),train,trainA/n07740461_708.jpg
n07740461_7094,A (Apple),train,trainA/n07740461_7094.jpg
n07740461_7116,A (Apple),train,trainA/n07740461_7116.jpg
n07740461_7133,A (Apple),train,trainA/n07740461_7133.jpg
n07740461_7140,B (Orange),test,testB/n07740461_7140.jpg
n07740461_7141,B (Orange),test,testB/n07740461_7141.jpg
n07740461_7145,A (Apple),train,trainA/n07740461_7145.jpg
n07740461_7161,B (Orange),test,testB/n07740461_7161.jpg
n07740461_7165,A (Apple),train,trainA/n07740461_7165.jpg
n07740461_7184,A (Apple),train,trainA/n07740461_7184.jpg
n07740461_7194,A (Apple),train,trainA/n07740461_7194.jpg
n07740461_7200,B (Orange),test,testB/n07740461_7200.jpg
n07740461_7208,A (Apple),train,trainA/n07740461_7208.jpg
n07740461_7219,A (Apple),train,trainA/n07740461_7219.jpg
n07740461_7220,B (Orange),test,testB/n07740461_7220.jpg
n07740461_7243,A (Apple),train,trainA/n07740461_7243.jpg
n07740461_7257,A (Apple),train,trainA/n07740461_7257.jpg
n07740461_7261,B (Orange),test,testB/n07740461_7261.jpg
n07740461_7270,B (Orange),test,testB/n07740461_7270.jpg
n07740461_7282,A (Apple),train,trainA/n07740461_7282.jpg
n07740461_7286,A (Apple),train,trainA/n07740461_7286.jpg
n07740461_7324,A (Apple),train,trainA/n07740461_7324.jpg
n07740461_7340,B (Orange),test,testB/n07740461_7340.jpg
n07740461_7350,B (Orange),test,testB/n07740461_7350.jpg
n07740461_7371,B (Orange),test,testB/n07740461_7371.jpg
n07740461_7372,A (Apple),train,trainA/n07740461_7372.jpg
n07740461_738,A (Apple),train,trainA/n07740461_738.jpg
n07740461_7383,A (Apple),train,trainA/n07740461_7383.jpg
n07740461_7387,A (Apple),train,trainA/n07740461_7387.jpg
n07740461_7392,A (Apple),train,trainA/n07740461_7392.jpg
n07740461_7393,A (Apple),train,trainA/n07740461_7393.jpg
n07740461_7402,A (Apple),train,trainA/n07740461_7402.jpg
n07740461_7405,A (Apple),train,trainA/n07740461_7405.jpg
n07740461_7422,A (Apple),train,trainA/n07740461_7422.jpg
n07740461_7446,A (Apple),train,trainA/n07740461_7446.jpg
n07740461_7448,A (Apple),train,trainA/n07740461_7448.jpg
n07740461_7464,A (Apple),train,trainA/n07740461_7464.jpg
n07740461_7471,B (Orange),test,testB/n07740461_7471.jpg
n07740461_7487,A (Apple),train,trainA/n07740461_7487.jpg
n07740461_7498,A (Apple),train,trainA/n07740461_7498.jpg
n07740461_750,B (Orange),test,testB/n07740461_750.jpg
n07740461_7503,A (Apple),train,trainA/n07740461_7503.jpg
n07740461_7510,B (Orange),test,testB/n07740461_7510.jpg
n07740461_7512,A (Apple),train,trainA/n07740461_7512.jpg
n07740461_7523,A (Apple),train,trainA/n07740461_7523.jpg
n07740461_7573,A (Apple),train,trainA/n07740461_7573.jpg
n07740461_7575,A (Apple),train,trainA/n07740461_7575.jpg
n07740461_7577,A (Apple),train,trainA/n07740461_7577.jpg
n07740461_759,A (Apple),train,trainA/n07740461_759.jpg
n07740461_7591,B (Orange),test,testB/n07740461_7591.jpg
n07740461_7594,A (Apple),train,trainA/n07740461_7594.jpg
n07740461_760,B (Orange),test,testB/n07740461_760.jpg
n07740461_7603,A (Apple),train,trainA/n07740461_7603.jpg
n07740461_7605,A (Apple),train,trainA/n07740461_7605.jpg
n07740461_7610,B (Orange),test,testB/n07740461_7610.jpg
n07740461_7614,A (Apple),train,trainA/n07740461_7614.jpg
n07740461_7615,A (Apple),train,trainA/n07740461_7615.jpg
n07740461_7627,A (Apple),train,trainA/n07740461_7627.jpg
n07740461_763,A (Apple),train,trainA/n07740461_763.jpg
n07740461_7635,A (Apple),train,trainA/n07740461_7635.jpg
n07740461_7637,A (Apple),train,trainA/n07740461_7637.jpg
n07740461_7638,A (Apple),train,trainA/n07740461_7638.jpg
n07740461_7659,A (Apple),train,trainA/n07740461_7659.jpg
n07740461_7661,B (Orange),test,testB/n07740461_7661.jpg
n07740461_7681,B (Orange),test,testB/n07740461_7681.jpg
n07740461_7689,A (Apple),train,trainA/n07740461_7689.jpg
n07740461_7692,A (Apple),train,trainA/n07740461_7692.jpg
n07740461_7700,B (Orange),test,testB/n07740461_7700.jpg
n07740461_7706,A (Apple),train,trainA/n07740461_7706.jpg
n07740461_7708,A (Apple),train,trainA/n07740461_7708.jpg
n07740461_7712,A (Apple),train,trainA/n07740461_7712.jpg
n07740461_7769,A (Apple),train,trainA/n07740461_7769.jpg
n07740461_7771,B (Orange),test,testB/n07740461_7771.jpg
n07740461_7793,A (Apple),train,trainA/n07740461_7793.jpg
n07740461_7798,A (Apple),train,trainA/n07740461_7798.jpg
n07740461_780,B (Orange),test,testB/n07740461_780.jpg
n07740461_7805,A (Apple),train,trainA/n07740461_7805.jpg
n07740461_7806,A (Apple),train,trainA/n07740461_7806.jpg
n07740461_782,A (Apple),train,trainA/n07740461_782.jpg
n07740461_7827,A (Apple),train,trainA/n07740461_7827.jpg
n07740461_7831,B (Orange),test,testB/n07740461_7831.jpg
n07740461_784,A (Apple),train,trainA/n07740461_784.jpg
n07740461_7841,B (Orange),test,testB/n07740461_7841.jpg
n07740461_785,A (Apple),train,trainA/n07740461_785.jpg
n07740461_7865,A (Apple),train,trainA/n07740461_7865.jpg
n07740461_787,A (Apple),train,trainA/n07740461_787.jpg
n07740461_7874,A (Apple),train,trainA/n07740461_7874.jpg
n07740461_7878,A (Apple),train,trainA/n07740461_7878.jpg
n07740461_7887,A (Apple),train,trainA/n07740461_7887.jpg
n07740461_7894,A (Apple),train,trainA/n07740461_7894.jpg
n07740461_790,B (Orange),test,testB/n07740461_790.jpg
n07740461_7909,A (Apple),train,trainA/n07740461_7909.jpg
n07740461_7925,A (Apple),train,trainA/n07740461_7925.jpg
n07740461_7937,A (Apple),train,trainA/n07740461_7937.jpg
n07740461_794,A (Apple),train,trainA/n07740461_794.jpg
n07740461_7964,A (Apple),train,trainA/n07740461_7964.jpg
n07740461_7965,A (Apple),train,trainA/n07740461_7965.jpg
n07740461_7974,A (Apple),train,trainA/n07740461_7974.jpg
n07740461_7980,B (Orange),test,testB/n07740461_7980.jpg
n07740461_8007,A (Apple),train,trainA/n07740461_8007.jpg
n07740461_8012,A (Apple),train,trainA/n07740461_8012.jpg
n07740461_802,A (Apple),train,trainA/n07740461_802.jpg
n07740461_8022,A (Apple),train,trainA/n07740461_8022.jpg
n07740461_8025,A (Apple),train,trainA/n07740461_8025.jpg
n07740461_803,A (Apple),train,trainA/n07740461_803.jpg
n07740461_8032,A (Apple),train,trainA/n07740461_8032.jpg
n07740461_8054,A (Apple),train,trainA/n07740461_8054.jpg
n07740461_8062,A (Apple),train,trainA/n07740461_8062.jpg
n07740461_8066,A (Apple),train,trainA/n07740461_8066.jpg
n07740461_8068,A (Apple),train,trainA/n07740461_8068.jpg
n07740461_8075,A (Apple),train,trainA/n07740461_8075.jpg
n07740461_81,B (Orange),test,testB/n07740461_81.jpg
n07740461_810,B (Orange),test,testB/n07740461_810.jpg
n07740461_8124,A (Apple),train,trainA/n07740461_8124.jpg
n07740461_8130,B (Orange),test,testB/n07740461_8130.jpg
n07740461_8132,A (Apple),train,trainA/n07740461_8132.jpg
n07740461_8166,A (Apple),train,trainA/n07740461_8166.jpg
n07740461_8176,A (Apple),train,trainA/n07740461_8176.jpg
n07740461_8178,A (Apple),train,trainA/n07740461_8178.jpg
n07740461_818,A (Apple),train,trainA/n07740461_818.jpg
n07740461_8181,B (Orange),test,testB/n07740461_8181.jpg
n07740461_8220,B (Orange),test,testB/n07740461_8220.jpg
n07740461_8222,A (Apple),train,trainA/n07740461_8222.jpg
n07740461_8232,A (Apple),train,trainA/n07740461_8232.jpg
n07740461_8269,A (Apple),train,trainA/n07740461_8269.jpg
n07740461_8271,B (Orange),test,testB/n07740461_8271.jpg
n07740461_8277,A (Apple),train,trainA/n07740461_8277.jpg
n07740461_8288,A (Apple),train,trainA/n07740461_8288.jpg
n07740461_8305,A (Apple),train,trainA/n07740461_8305.jpg
n07740461_832,A (Apple),train,trainA/n07740461_832.jpg
n07740461_8368,A (Apple),train,trainA/n07740461_8368.jpg
n07740461_8378,A (Apple),train,trainA/n07740461_8378.jpg
n07740461_8382,A (Apple),train,trainA/n07740461_8382.jpg
n07740461_8389,A (Apple),train,trainA/n07740461_8389.jpg
n07740461_8391,B (Orange),test,testB/n07740461_8391.jpg
n07740461_8399,A (Apple),train,trainA/n07740461_8399.jpg
n07740461_8400,B (Orange),test,testB/n07740461_8400.jpg
n07740461_8406,A (Apple),train,trainA/n07740461_8406.jpg
n07740461_8407,A (Apple),train,trainA/n07740461_8407.jpg
n07740461_8411,B (Orange),test,testB/n07740461_8411.jpg
n07740461_8448,A (Apple),train,trainA/n07740461_8448.jpg
n07740461_8458,A (Apple),train,trainA/n07740461_8458.jpg
n07740461_8464,A (Apple),train,trainA/n07740461_8464.jpg
n07740461_8478,A (Apple),train,trainA/n07740461_8478.jpg
n07740461_8479,A (Apple),train,trainA/n07740461_8479.jpg
n07740461_8497,A (Apple),train,trainA/n07740461_8497.jpg
n07740461_8531,B (Orange),test,testB/n07740461_8531.jpg
n07740461_8537,A (Apple),train,trainA/n07740461_8537.jpg
n07740461_8553,A (Apple),train,trainA/n07740461_8553.jpg
n07740461_8560,B (Orange),test,testB/n07740461_8560.jpg
n07740461_8573,A (Apple),train,trainA/n07740461_8573.jpg
n07740461_8577,A (Apple),train,trainA/n07740461_8577.jpg
n07740461_8578,A (Apple),train,trainA/n07740461_8578.jpg
n07740461_858,A (Apple),train,trainA/n07740461_858.jpg
n07740461_8583,A (Apple),train,trainA/n07740461_8583.jpg
n07740461_8597,A (Apple),train,trainA/n07740461_8597.jpg
n07740461_8616,A (Apple),train,trainA/n07740461_8616.jpg
n07740461_8617,A (Apple),train,trainA/n07740461_8617.jpg
n07740461_862,A (Apple),train,trainA/n07740461_862.jpg
n07740461_8635,A (Apple),train,trainA/n07740461_8635.jpg
n07740461_8640,B (Orange),test,testB/n07740461_8640.jpg
n07740461_8645,A (Apple),train,trainA/n07740461_8645.jpg
n07740461_8649,A (Apple),train,trainA/n07740461_8649.jpg
n07740461_866,A (Apple),train,trainA/n07740461_866.jpg
n07740461_8673,A (Apple),train,trainA/n07740461_8673.jpg
n07740461_8679,A (Apple),train,trainA/n07740461_8679.jpg
n07740461_8689,A (Apple),train,trainA/n07740461_8689.jpg
n07740461_8710,B (Orange),test,testB/n07740461_8710.jpg
n07740461_8717,A (Apple),train,trainA/n07740461_8717.jpg
n07740461_8762,A (Apple),train,trainA/n07740461_8762.jpg
n07740461_8764,A (Apple),train,trainA/n07740461_8764.jpg
n07740461_8774,A (Apple),train,trainA/n07740461_8774.jpg
n07740461_8780,B (Orange),test,testB/n07740461_8780.jpg
n07740461_879,A (Apple),train,trainA/n07740461_879.jpg
n07740461_8796,A (Apple),train,trainA/n07740461_8796.jpg
n07740461_8810,B (Orange),test,testB/n07740461_8810.jpg
n07740461_8820,B (Orange),test,testB/n07740461_8820.jpg
n07740461_8834,A (Apple),train,trainA/n07740461_8834.jpg
n07740461_8836,A (Apple),train,trainA/n07740461_8836.jpg
n07740461_8842,A (Apple),train,trainA/n07740461_8842.jpg
n07740461_8851,B (Orange),test,testB/n07740461_8851.jpg
n07740461_8857,A (Apple),train,trainA/n07740461_8857.jpg
n07740461_8892,A (Apple),train,trainA/n07740461_8892.jpg
n07740461_890,B (Orange),test,testB/n07740461_890.jpg
n07740461_8902,A (Apple),train,trainA/n07740461_8902.jpg
n07740461_8904,A (Apple),train,trainA/n07740461_8904.jpg
n07740461_8915,A (Apple),train,trainA/n07740461_8915.jpg
n07740461_8956,A (Apple),train,trainA/n07740461_8956.jpg
n07740461_8957,A (Apple),train,trainA/n07740461_8957.jpg
n07740461_8978,A (Apple),train,trainA/n07740461_8978.jpg
n07740461_8982,A (Apple),train,trainA/n07740461_8982.jpg
n07740461_8983,A (Apple),train,trainA/n07740461_8983.jpg
n07740461_9,A (Apple),train,trainA/n07740461_9.jpg
n07740461_9005,A (Apple),train,trainA/n07740461_9005.jpg
n07740461_9010,B (Orange),test,testB/n07740461_9010.jpg
n07740461_9023,A (Apple),train,trainA/n07740461_9023.jpg
n07740461_9026,A (Apple),train,trainA/n07740461_9026.jpg
n07740461_9027,A (Apple),train,trainA/n07740461_9027.jpg
n07740461_904,A (Apple),train,trainA/n07740461_904.jpg
n07740461_9047,A (Apple),train,trainA/n07740461_9047.jpg
n07740461_9051,B (Orange),test,testB/n07740461_9051.jpg
n07740461_9067,A (Apple),train,trainA/n07740461_9067.jpg
n07740461_9070,B (Orange),test,testB/n07740461_9070.jpg
n07740461_9074,A (Apple),train,trainA/n07740461_9074.jpg
n07740461_9082,A (Apple),train,trainA/n07740461_9082.jpg
n07740461_9083,A (Apple),train,trainA/n07740461_9083.jpg
n07740461_9091,B (Orange),test,testB/n07740461_9091.jpg
n07740461_9092,A (Apple),train,trainA/n07740461_9092.jpg
n07740461_9096,A (Apple),train,trainA/n07740461_9096.jpg
n07740461_91,B (Orange),test,testB/n07740461_91.jpg
n07740461_9123,A (Apple),train,trainA/n07740461_9123.jpg
n07740461_9129,A (Apple),train,trainA/n07740461_9129.jpg
n07740461_9141,B (Orange),test,testB/n07740461_9141.jpg
n07740461_9157,A (Apple),train,trainA/n07740461_9157.jpg
n07740461_9172,A (Apple),train,trainA/n07740461_9172.jpg
n07740461_9226,A (Apple),train,trainA/n07740461_9226.jpg
n07740461_9252,A (Apple),train,trainA/n07740461_9252.jpg
n07740461_9268,A (Apple),train,trainA/n07740461_9268.jpg
n07740461_928,A (Apple),train,trainA/n07740461_928.jpg
n07740461_9294,A (Apple),train,trainA/n07740461_9294.jpg
n07740461_9338,A (Apple),train,trainA/n07740461_9338.jpg
n07740461_9341,B (Orange),test,testB/n07740461_9341.jpg
n07740461_9423,A (Apple),train,trainA/n07740461_9423.jpg
n07740461_9442,A (Apple),train,trainA/n07740461_9442.jpg
n07740461_9451,B (Orange),test,testB/n07740461_9451.jpg
n07740461_9461,B (Orange),test,testB/n07740461_9461.jpg
n07740461_948,A (Apple),train,trainA/n07740461_948.jpg
n07740461_9495,A (Apple),train,trainA/n07740461_9495.jpg
n07740461_950,B (Orange),test,testB/n07740461_950.jpg
n07740461_9518,A (Apple),train,trainA/n07740461_9518.jpg
n07740461_953,A (Apple),train,trainA/n07740461_953.jpg
n07740461_9537,A (Apple),train,trainA/n07740461_9537.jpg
n07740461_9541,B (Orange),test,testB/n07740461_9541.jpg
n07740461_9549,A (Apple),train,trainA/n07740461_9549.jpg
n07740461_9554,A (Apple),train,trainA/n07740461_9554.jpg
n07740461_9560,B (Orange),test,testB/n07740461_9560.jpg
n07740461_958,A (Apple),train,trainA/n07740461_958.jpg
n07740461_9582,A (Apple),train,trainA/n07740461_9582.jpg
n07740461_9636,A (Apple),train,trainA/n07740461_9636.jpg
n07740461_964,A (Apple),train,trainA/n07740461_964.jpg
n07740461_965,A (Apple),train,trainA/n07740461_965.jpg
n07740461_9687,A (Apple),train,trainA/n07740461_9687.jpg
n07740461_971,B (Orange),test,testB/n07740461_971.jpg
n07740461_9747,A (Apple),train,trainA/n07740461_9747.jpg
n07740461_975,A (Apple),train,trainA/n07740461_975.jpg
n07740461_9756,A (Apple),train,trainA/n07740461_9756.jpg
n07740461_9773,A (Apple),train,trainA/n07740461_9773.jpg
n07740461_9786,A (Apple),train,trainA/n07740461_9786.jpg
n07740461_9813,A (Apple),train,trainA/n07740461_9813.jpg
n07740461_9816,A (Apple),train,trainA/n07740461_9816.jpg
n07740461_9835,A (Apple),train,trainA/n07740461_9835.jpg
n07740461_9842,A (Apple),train,trainA/n07740461_9842.jpg
n07740461_9844,A (Apple),train,trainA/n07740461_9844.jpg
n07740461_9849,A (Apple),train,trainA/n07740461_9849.jpg
n07740461_9865,A (Apple),train,trainA/n07740461_9865.jpg
n07740461_9901,B (Orange),test,testB/n07740461_9901.jpg
n07740461_9902,A (Apple),train,trainA/n07740461_9902.jpg
n07740461_9927,A (Apple),train,trainA/n07740461_9927.jpg
n07740461_9944,A (Apple),train,trainA/n07740461_9944.jpg
n07740461_9980,B (Orange),test,testB/n07740461_9980.jpg
n07740461_9981,B (Orange),test,testB/n07740461_9981.jpg
n07749192_1004,A (Apple),train,trainA/n07749192_1004.jpg
n07749192_1008,A (Apple),train,trainA/n07749192_1008.jpg
n07749192_10081,B (Orange),test,testB/n07749192_10081.jpg
n07749192_1009,A (Apple),train,trainA/n07749192_1009.jpg
n07749192_10096,A (Apple),train,trainA/n07749192_10096.jpg
n07749192_1010,B (Orange),test,testB/n07749192_1010.jpg
n07749192_1011,B (Orange),test,testB/n07749192_1011.jpg
n07749192_10138,A (Apple),train,trainA/n07749192_10138.jpg
n07749192_1019,A (Apple),train,trainA/n07749192_1019.jpg
n07749192_10192,A (Apple),train,trainA/n07749192_10192.jpg
n07749192_10195,A (Apple),train,trainA/n07749192_10195.jpg
n07749192_10205,A (Apple),train,trainA/n07749192_10205.jpg
n07749192_10216,A (Apple),train,trainA/n07749192_10216.jpg
n07749192_10224,A (Apple),train,trainA/n07749192_10224.jpg
n07749192_10235,A (Apple),train,trainA/n07749192_10235.jpg
n07749192_10255,A (Apple),train,trainA/n07749192_10255.jpg
n07749192_10275,A (Apple),train,trainA/n07749192_10275.jpg
n07749192_10303,A (Apple),train,trainA/n07749192_10303.jpg
n07749192_10348,A (Apple),train,trainA/n07749192_10348.jpg
n07749192_10355,A (Apple),train,trainA/n07749192_10355.jpg
n07749192_10377,A (Apple),train,trainA/n07749192_10377.jpg
n07749192_10393,A (Apple),train,trainA/n07749192_10393.jpg
n07749192_1043,A (Apple),train,trainA/n07749192_1043.jpg
n07749192_1044,A (Apple),train,trainA/n07749192_1044.jpg
n07749192_10454,A (Apple),train,trainA/n07749192_10454.jpg
n07749192_10467,A (Apple),train,trainA/n07749192_10467.jpg
n07749192_10489,A (Apple),train,trainA/n07749192_10489.jpg
n07749192_10495,A (Apple),train,trainA/n07749192_10495.jpg
n07749192_10502,A (Apple),train,trainA/n07749192_10502.jpg
n07749192_10513,A (Apple),train,trainA/n07749192_10513.jpg
n07749192_1052,A (Apple),train,trainA/n07749192_1052.jpg
n07749192_10524,A (Apple),train,trainA/n07749192_10524.jpg
n07749192_1055,A (Apple),train,trainA/n07749192_1055.jpg
n07749192_10574,A (Apple),train,trainA/n07749192_10574.jpg
n07749192_1059,A (Apple),train,trainA/n07749192_1059.jpg
n07749192_10649,A (Apple),train,trainA/n07749192_10649.jpg
n07749192_10674,A (Apple),train,trainA/n07749192_10674.jpg
n07749192_10684,A (Apple),train,trainA/n07749192_10684.jpg
n07749192_10687,A (Apple),train,trainA/n07749192_10687.jpg
n07749192_10691,B (Orange),test,testB/n07749192_10691.jpg
n07749192_10703,A (Apple),train,trainA/n07749192_10703.jpg
n07749192_1073,A (Apple),train,trainA/n07749192_1073.jpg
n07749192_10733,A (Apple),train,trainA/n07749192_10733.jpg
n07749192_10738,A (Apple),train,trainA/n07749192_10738.jpg
n07749192_10760,B (Orange),test,testB/n07749192_10760.jpg
n07749192_10790,B (Orange),test,testB/n07749192_10790.jpg
n07749192_10796,A (Apple),train,trainA/n07749192_10796.jpg
n07749192_1081,B (Orange),test,testB/n07749192_1081.jpg
n07749192_10834,A (Apple),train,trainA/n07749192_10834.jpg
n07749192_10845,A (Apple),train,trainA/n07749192_10845.jpg
n07749192_10855,A (Apple),train,trainA/n07749192_10855.jpg
n07749192_1087,A (Apple),train,trainA/n07749192_1087.jpg
n07749192_10886,A (Apple),train,trainA/n07749192_10886.jpg
n07749192_10896,A (Apple),train,trainA/n07749192_10896.jpg
n07749192_1090,B (Orange),test,testB/n07749192_1090.jpg
n07749192_1091,B (Orange),test,testB/n07749192_1091.jpg
n07749192_10928,A (Apple),train,trainA/n07749192_10928.jpg
n07749192_10951,B (Orange),test,testB/n07749192_10951.jpg
n07749192_10962,A (Apple),train,trainA/n07749192_10962.jpg
n07749192_10974,A (Apple),train,trainA/n07749192_10974.jpg
n07749192_11067,A (Apple),train,trainA/n07749192_11067.jpg
n07749192_11068,A (Apple),train,trainA/n07749192_11068.jpg
n07749192_11100,B (Orange),test,testB/n07749192_11100.jpg
n07749192_11119,A (Apple),train,trainA/n07749192_11119.jpg
